id,course_id,start,end,course_type,category,interval
11338,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,2017/9/5 8:00,2017/12/25 0:00,0,physics,111 
3324,course-v1:XJTUSPOC+CORE0201+2015_T2,2015/10/1 8:00,2016/1/20 0:00,0,,111 
4496,course-v1:TsinghuaX+30260112X+2016_T1,2016/3/1 8:00,2016/6/20 0:00,0,electrical,111 
9286,course-v1:FudanX+SOSC120007+2017_T1,2017/2/20 8:00,2017/6/10 23:30,0,,111 
6784,course-v1:TsinghuaX+40670453X+2016_T2,2016/9/12 8:00,2016/12/31 23:30,0,art,111 
7474,course-v1:ncepubd+60510102X+2016_T2,2016/10/12 9:00,2017/1/31 0:00,0,,111 
5828,course-v1:NPUX+2016001+2016_T1,2016/11/15 8:00,2017/3/5 23:00,0,computer,111 
6711,course-v1:TsinghuaX+20250103X+2016--T2,2016/9/12 8:00,2016/12/31 17:00,0,engineering,110 
9471,course-v1:PEC+20220214X+2017__T1,2016/3/1 0:00,2016/6/19 8:00,0,,110 
8698,course-v1:pec+20220214X+2017_T1,2016/3/1 0:00,2016/6/19 8:00,0,,110 
4265,course-v1:TsinghuaX+00690212X+sp,2016/8/1 8:00,,1,history,
9470,course-v1:testvpc+RR001+2018_p1,2016/3/1 0:00,2016/6/19 8:00,0,,110 
5042,course-v1:PEC+20220214X+2016_T1,2016/3/1 0:00,2016/6/19 8:00,0,,110 
7899,course-v1:T1t2t3t4+acbde+2016_T2,2016/3/1 0:00,2016/6/19 8:00,0,,110 
10396,course-v1:hnit_TsinghuaX+80000901_1X+2017_T1,2017/3/14 23:30,2017/7/3 0:00,0,,110 
493,Stanford/WomensHealth_2015_T1/2015_T1,2015/1/30 9:00,2015/5/20 8:00,0,social science,110 
11270,course-v1:BLCUX+3010700103+sp,2017/6/2 8:00,,1,foreign language,
5711,course-v1:swust_TsinghuaX+10610224X+2016_T1,2016/3/27 8:00,2016/7/15 7:00,0,,110 
11115,course-v1:xuetangx+credittest3+2017_T1,2017/3/13 8:00,2017/7/1 0:30,0,,110 
7112,course-v1:liaoningX+LNA00101450036+02,2016/9/1 8:00,2016/12/20 0:00,0,,110 
6772,course-v1:TsinghuaX+10800032X+2016-T2,2016/9/12 8:00,2016/12/31 0:00,0,art,110 
4281,course-v1:TsinghuaX+34000888X+sp,2017/6/1 8:00,,1,medicine,
4436,course-v1:TsinghuaX+70800232X+2016_T1,2016/3/18 8:00,2016/7/6 0:00,0,art,110 
8428,course-v1:TsinghuaX+70800232X+2016_2017,2016/3/18 8:00,2016/7/6 0:00,0,,110 
7982,course-v1:TsinghuaX+10450034_2X+2016_2017,2016/3/16 8:00,2016/7/4 0:00,0,,110 
10513,course-v1:UniversityXofChongqing+CST11002+2017_1,2017/2/20 8:00,2017/6/10 0:00,0,,110 
10252,course-v1:TsinghuaX+san20250101+2017_T1,2017/3/2 8:00,2017/6/20 0:00,0,,110 
5202,course-v1:TsinghuaX+10450034_2X+2016_T1,2016/3/16 8:00,2016/7/4 0:00,0,biology,110 
7316,course-v1:TsinghuaX+70240183x+2016_2,2016/9/13 8:00,2016/12/31 23:30,0,,110 
6663,course-v1:TsinghuaX+00690863X+2016_T2,2016/9/1 8:00,2016/12/19 23:30,0,literature,110 
11727,course-v1:NTHU+QF32110+sp,2017/6/1 8:00,,1,economics,
8708,course-v1:TsinghuaX+02090091X_p6+sp,2017/1/4 8:00,,1,,
9097,course-v1:TsinghuaX+30700313X+2017_T1,2017/2/20 8:00,2017/6/9 23:30,0,philosophy,110 
7103,course-v1:TsinghuaX+00750011+2016_T2,2016/9/12 8:00,2016/12/30 20:00,0,,110 
10120,course-v1:uoh+75099102+2017_T1,2017/3/6 8:00,2017/6/23 17:00,0,,109 
9059,course-v1:hebei_CIE+CIE2016003+2017_T1,2017/3/6 8:00,2017/6/23 15:00,0,,109 
10280,course-v1:TsinghuaX+yunnan80511503X+2017_T1,2017/3/20 19:53,2017/7/8 0:00,0,,109 
6764,course-v1:TsinghuaX+20740042X+2016-T2,2016/9/12 8:00,2016/12/30 12:00,0,computer,109 
4356,course-v1:TsinghuaX+70167012X+2016_T1,2016/5/13 9:00,2016/8/30 12:00,0,art,109 
8418,course-v1:TsinghuaX+70167012X+2016_2017,2016/5/13 9:00,2016/8/30 12:00,0,,109 
6727,course-v1:TsinghuaX+70167012x+3T2016,2016/10/14 8:00,2017/1/31 8:00,0,,109 
11936,course-v1:Microsoft+DEV274x+2T2017,2017/6/13 8:00,2017/9/30 8:00,0,,109 
11316,course-v1:ASUx+CSE110x+2177C,2017/8/14 8:00,2017/12/1 8:00,0,,109 
2822,course-v1:NEU+CS514+2015_T2,2015/9/13 0:00,2015/12/31 0:00,0,,109 
1802,course-v1:TsinghuaX+10610224X_tv+2015_T2,2015/4/8 20:00,,1,,
11199,course-v1:Microsoft+INF216x+2T2017,2017/6/13 8:00,2017/9/30 8:00,0,,109 
6796,course-v1:TsinghuaX+30670043X+2016_T2,2016/9/12 8:00,2016/12/30 8:00,0,social science,109 
7096,course-v1:Microsoft+DAT202.2x+4T2016,2016/8/23 8:00,2016/12/10 8:00,0,,109 
10468,course-v1:Microsoft+CLD234x+1T2017,2017/3/13 8:00,2017/6/30 8:00,0,,109 
4264,course-v1:SDUx+00931800X+sp,2016/8/1 8:00,,1,math,
7454,course-v1:NSU_TsinghuaX+00510888X+2016_T2,2016/2/28 8:00,2016/6/16 0:00,0,,109 
7904,course-v1:CQU+CQUCHEM10000-009+2016_T2,2016/9/28 8:00,2017/1/15 0:00,0,,109 
6934,course-v1:TsinghuaX+AP000001X+2016T2,2016/9/16 8:00,2017/1/3 0:00,0,chemistry,109 
8138,course-v1:TsinghuaX+00510888X+2016_2017,2016/2/28 8:00,2016/6/16 0:00,0,,109 
9912,course-v1:TsinghuaX+80515341X+2017_T1,2017/3/3 8:00,2017/6/20 0:00,0,,109 
7875,course-v1:CQU+CHEM10000-017+2016-2017-1,2016/9/28 8:00,2017/1/15 0:00,0,,109 
8436,course-v1:TsinghuaX+40050455_2X+2016_2017,2016/2/29 8:00,2016/6/17 0:00,0,,109 
4358,course-v1:TsinghuaX+40050455_2X+2016_T1,2016/2/29 8:00,2016/6/17 0:00,0,engineering,109 
4558,course-v1:TsinghuaX+00510888X+2016_T1,2016/2/28 8:00,2016/6/16 0:00,0,business,109 
9118,course-v1:TsinghuaX+10421084X+2017-T1,2017/2/27 8:00,2017/6/15 23:30,0,math,109 
8840,course-v1:honghexueyuan+hh333404+201702,2017/3/21 8:00,2017/7/7 23:30,0,,109 
802,TsinghuaX/70240183x/2015_T2,2015/9/29 8:00,2016/1/15 23:30,0,computer,109 
4550,course-v1:TsinghuaX+00690212X+2016_T1,2016/3/14 9:00,2016/6/30 23:30,0,history,109 
9429,course-v1:JSUX+2017011101X+2017_T1,2017/3/15 9:00,2017/7/1 23:30,0,art,109 
8005,course-v1:TsinghuaX+00690212X+2016_2017,2016/3/14 9:00,2016/6/30 23:30,0,,109 
8432,course-v1:TsinghuaX+80000822X+2016_2017,2016/3/9 8:00,2016/6/25 12:00,0,,108 
8206,course-v1:HnfireX+FS001+2016_T2,2016/11/9 8:00,,1,social science,
9853,course-v1:Microsoft+DAT221x+1T2017,2017/3/14 8:00,2017/6/30 8:00,0,,108 
9927,course-v1:sanya_TsinghuaX+20171110X+2017_T1,2017/2/17 0:00,2017/6/4 23:30,0,,108 
4399,course-v1:TsinghuaX+THU201602+2016_T1,2016/3/14 8:00,2016/6/30 2:00,0,electrical,108 
10397,course-v1:hnit_TsinghuaX+80000901_2X+2017_T1,2017/3/17 8:00,2017/7/3 0:00,0,,108 
81,TsinghuaX/TSINGHUA101/_,2013/10/28 8:00,,1,education,
4344,course-v1:TsinghuaX+00690092X+2016_T1,2016/3/1 8:00,2016/6/17 0:00,0,philosophy,108 
8378,course-v1:TsinghuaX+00690092X+2016_2017,2016/3/1 8:00,2016/6/17 0:00,0,,108 
9170,course-v1:TsinghuaX+90640012X+2017_T1,2017/2/20 8:00,2017/6/7 23:30,0,foreign language,108 
9122,course-v1:TsinghuaX+30670043X+2017_T1,2017/2/20 8:00,2017/6/7 23:30,0,social science,108 
9173,course-v1:TsinghuaX+30640014X+2017_T1,2017/2/20 8:00,2017/6/7 23:30,0,foreign language,108 
78,TsinghuaX/20440333X/_,2014/3/31 18:00,2014/7/16 23:30,0,chemistry,107 
9560,course-v1:SEU+00034237_p3+sp,2016/8/1 0:00,,1,medicine,
526,TsinghuaX/10610224X/2015_T2,2015/4/8 20:00,2015/7/25 0:00,0,social science,107 
80,TsinghuaX/80512073_2014_1X/_2014_,2014/3/10 9:00,2014/6/25 11:30,0,economics,107 
9989,course-v1:McGillX+Chem181x+2017_T1,2017/3/15 22:00,2017/6/30 23:30,0,medicine,107 
6732,course-v1:TsinghuaX+70240183x+3T2016,2016/9/13 8:00,2016/12/29 8:00,0,,107 
5753,course-v1:TsinghuaX+20740102-1+2016_T2,2016/3/15 0:00,2016/6/30 0:00,0,,107 
8652,course-v1:TsinghuaX+40510293X_p1+sp,2016/12/1 8:00,,1,economics,
5754,course-v1:TsinghuaX+20740102-2+2016_T1,2016/3/15 0:00,2016/6/30 0:00,0,,107 
5752,course-v1:TsinghuaX+00740043-91+2016_T1,2016/3/15 0:00,2016/6/30 0:00,0,,107 
10501,course-v1:Microsoft+DAT225x+1T2017,2017/3/15 8:00,2017/6/30 8:00,0,,107 
3514,course-v1:TsinghuaX+00740043X+2015-T2,2016/3/15 0:00,2016/6/30 0:00,0,,107 
8692,course-v1:TsinghuaX+34000312_01X+2016_T2,2016/12/14 9:00,2017/3/31 9:00,0,,107 
3554,course-v1:365DX+131000110+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
6780,course-v1:TsinghuaX+TSINGHUA107+2016-T2,2016/9/12 8:00,2016/12/28 0:00,0,social science,107 
7910,course-v1:CQU+CHEM10000+2016-T2,2016/9/30 8:00,2017/1/15 0:00,0,,107 
6386,course-v1:TsinghuaX+30130503X+2016_T2,2016/9/12 8:00,2016/12/28 0:00,0,physics,107 
6664,course-v1:TsinghuaX+20220214X+2016_T2,2016/9/12 8:00,2016/12/28 0:00,0,engineering,107 
3556,course-v1:365DX+0000045603+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
3536,course-v1:365DX+80000901_2015X+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
3533,course-v1:365DX+00510888X+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
8738,course-v1:gxtc+071101+2016_T1,2016/9/15 8:00,2016/12/31 0:00,0,,107 
7912,course-v1:CQU+CQUCHEM10000-023+2016-T2,2016/9/30 8:00,2017/1/15 0:00,0,,107 
8191,course-v1:hnit_TsinghuaX+00510133X+2016_T2,2016/9/15 8:00,2016/12/31 0:00,0,,107 
3531,course-v1:365DX+15_390x_2015_T1+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
8286,course-v1:TsinghuaX+00510133X+2016_2017,2016/9/15 8:00,2016/12/31 0:00,0,,107 
3547,course-v1:365DX+40670453X+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
3534,course-v1:365DX+B0680090_2015_T1+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
3549,course-v1:365DX+00034237+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
3543,course-v1:365DX+01030132X+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
6489,course-v1:TsinghuaX+00510133X+2016_T2,2016/9/15 8:00,2016/12/31 0:00,0,economics,107 
3541,course-v1:365DX+00612642_2015X+2015_T2,2015/10/1 8:00,2016/1/16 0:00,0,,107 
5653,course-v1:TsinghuaX+00510663X+sp,2015/10/12 12:00,,1,business,
6771,course-v1:TsinghuaX+30700313X+2016_T2,2016/9/7 8:00,2016/12/23 0:00,0,social science,107 
6915,course-v1:TsinghuaX+400182X+2016_T2,2016/9/12 8:00,2016/12/27 23:30,0,biology,107 
11877,course-v1:CQU+MOOCSTG00012+2017_1,2017/9/6 9:00,2017/12/21 22:30,0,,107 
4487,course-v1:TsinghuaX+80000822X+2016_T1,2016/2/22 8:00,2016/6/7 12:00,0,art,106 
10260,course-v1:NPUX+2016001+sp,2016/11/15 8:00,,1,computer,
4568,course-v1:TsinghuaX+60510102X+2016_T1,2016/3/15 20:00,2016/6/30 0:00,0,business,106 
8159,course-v1:TsinghuaX+60510102X+2016_2017,2016/3/15 20:00,2016/6/30 0:00,0,,106 
10331,course-v1:hit+hit_13GH16000700_1+2017_T1,2017/3/10 8:00,2017/6/24 8:00,0,,106 
5770,course-v1:tyust_TsinghuaX+30700313X+2016_T1,2016/3/1 0:00,2016/6/15 0:00,0,,106 
7738,course-v1:DelftX+BMI.2x+1T2017,2017/2/15 8:00,2017/6/1 8:00,0,,106 
5682,course-v1:songshuhui+SSH001+_,2016/3/16 20:00,2016/6/30 20:00,0,social science,106 
9223,course-v1:Microsoft+DEV222x+3T2016,2016/12/15 8:00,2017/3/31 8:00,0,,106 
10281,course-v1:TsinghuaX+yunnan00670122X+2017_T1,2017/3/26 0:00,2017/7/9 18:00,0,,106 
3890,course-v1:GIT+git2015-3+2015-12,2016/9/26 8:00,2017/1/10 0:00,0,,106 
4542,course-v1:TsinghuaX+70240183X+2016_T11,2016/3/29 8:00,2016/7/12 23:30,0,computer,106 
9077,course-v1:NBCC+CIE2016003+2017_T1,2017/2/20 8:00,2017/6/5 23:30,0,,106 
9075,course-v1:NBCC+00690863X+2017_T1,2017/2/20 8:00,2017/6/5 23:30,0,,106 
10013,course-v1:NBCC+CIE2016004+2017_T1,2017/2/20 8:00,2017/6/5 23:30,0,,106 
8405,course-v1:TsinghuaX+70240183X+2016_2017,2016/3/29 8:00,2016/7/12 23:30,0,,106 
3942,course-v1:TsinghuaX+400182X+2016_T1,2016/3/14 8:00,2016/6/27 23:00,0,medicine,106 
8381,course-v1:TsinghuaX+400182X+2016_2017,2016/3/14 8:00,2016/6/27 23:00,0,,106 
4279,course-v1:TsinghuaX+80511503X+sp,2015/10/1 21:30,,1,business,
6522,course-v1:ssss+cscscscs+2014_T1,2015/9/16 12:00,2015/12/31 0:00,0,,106 
2750,course-v1:TsinghuaX+10610193X+2015_T3,2015/9/16 12:00,2015/12/31 0:00,0,history,106 
11517,course-v1:TsinghuaX+40510293X+sp,2017/6/1 8:00,,1,,
76,TsinghuaX/10430484X/_1_,2014/3/24 9:00,2014/7/7 10:00,0,physics,105 
10048,course-v1:MISiSx+18.11x+1T2017,2017/4/1 8:00,2017/7/15 8:00,0,,105 
4345,course-v1:TsinghuaX+20250103X+2016_T1,2016/2/29 8:00,2016/6/13 8:00,0,electrical,105 
4488,course-v1:TsinghuaX+8015019X+2016_T1,2016/2/25 8:00,2016/6/9 8:00,0,engineering,105 
5152,course-v1:cqu_TsinghuaX+00510888X+2016_T1,2016/2/24 0:00,2016/6/8 0:00,0,,105 
10002,course-v1:ChengDuU+08460170+2017_T1,2017/2/17 0:00,2017/6/2 0:00,0,,105 
10052,course-v1:UTAustinX+UT.RTBN.12.01x+3T2017,2017/9/1 8:00,2017/12/15 8:00,0,,105 
4557,course-v1:TsinghuaX+30350161X+2016_T1,2016/3/1 8:00,2016/6/14 8:00,0,engineering,105 
8194,course-v1:hnit_TsinghuaX+20250103X+2016_T2,2016/2/29 8:00,2016/6/13 8:00,0,,105 
8452,course-v1:TsinghuaX+8015019X+2016_2017,2016/2/25 8:00,2016/6/9 8:00,0,,105 
8446,course-v1:TsinghuaX+30350161X+2016_2017,2016/3/1 8:00,2016/6/14 8:00,0,,105 
6167,course-v1:nuctech_TsinghuaX+80512073X+2016_T1,2016/5/19 0:00,2016/8/31 23:30,0,,105 
8411,course-v1:HITx+GO90300700+2016_2017,2014/11/17 8:00,2015/3/2 0:00,0,,105 
440,HITx/GO90300700/2014_T2,2014/11/17 8:00,2015/3/2 0:00,0,computer,105 
245,TsinghuaX/00720091_2014X/2014_T2,2014/10/8 9:00,2015/1/20 23:30,0,,105 
66,TsinghuaX/00690242_1X/_,2013/10/10 10:30,2014/1/23 0:00,0,literature,105 
4142,course-v1:NU+14051301+_,2016/4/18 15:00,2016/7/31 23:00,0,economics,104 
8457,course-v1:NU+14051301+2016_2017,2016/4/18 15:00,2016/7/31 23:00,0,,104 
7147,course-v1:NUX+14051301+sp,2016/4/18 15:00,2016/7/31 23:00,0,,104 
9332,course-v1:SEU+00034237_p1+sp,2016/8/1 0:00,,1,medicine,
11020,course-v1:HarvardX+SPU30x+2T2017,2017/4/18 8:00,2017/7/31 8:00,0,,104 
1893,course-v1:TsinghuaX+10610204+2015_T2,2015/9/15 0:00,2015/12/28 0:00,0,,104 
7776,course-v1:Microsoft+INF203x+3T2016,2016/9/26 8:00,2017/1/8 8:00,0,,104 
11916,course-v1:cqu+CQUMATH20041+2017_T2,2017/9/4 8:00,2017/12/17 0:00,0,,104 
7437,course-v1:xianjiaotonguniversity+CHEM213109+2016-T1,2016/10/1 8:00,2017/1/13 0:00,0,,104 
4357,course-v1:TsinghuaX+40050455X+2016_T1,2016/2/29 8:00,2016/6/12 0:00,0,engineering,104 
11524,course-v1:TsinghuaX+30700313X+sp,2017/6/1 8:00,,1,,
8437,course-v1:TsinghuaX+40050455X+2016_2017,2016/2/29 8:00,2016/6/12 0:00,0,,104 
5291,course-v1:liaoningX+LNA20150000074+01,2016/3/19 8:00,2016/6/30 23:30,0,,104 
11571,course-v1:HITx+13SC03100710_3x+sp,2017/6/1 8:00,,1,computer,
8153,course-v1:WellesleyX+HIST229x+2016_T2,2016/11/9 8:00,2017/2/20 23:30,0,literature,104 
6900,course-v1:NTHU+CS01026+2016_T2,2016/9/26 8:00,2017/1/7 23:30,0,computer,104 
4138,course-v1:WHU+0800773+_,2017/1/16 15:00,2017/4/30 0:00,0,computer,103 
10658,course-v1:SCUT+144282+2017_T1,2017/3/19 0:00,2017/6/30 0:00,0,,103 
251,TsinghuaX/10421084_2X/2014_T2,2014/10/30 8:00,2015/2/10 8:00,0,math,103 
11595,course-v1:newcloud+test3+2017_T1,2017/3/1 8:00,2017/6/12 8:00,0,,103 
10322,course-v1:UTAustinX+UT.HGEO.13.01x+3T2017,2017/9/1 8:00,2017/12/13 8:00,0,,103 
7181,course-v1:PU+OL32004+sp,2017/1/1 8:00,,1,literature,
1769,course-v1:TsinghuaX+THESIS2014_1X_tv+_2014_,2014/6/10 9:00,,1,,
10204,course-v1:ColumbiaX+BAMM.104x+3T2017,2017/9/11 8:00,2017/12/23 8:00,0,,103 
1822,course-v1:TsinghuaX+70800232X+2015_T2,2015/9/25 8:00,2016/1/6 8:00,0,art,103 
7252,course-v1:TsinghuaX+60250101X+sp,2016/8/1 8:00,,1,foreign language,
5216,course-v1:ycitX+30240243X+2016_T1,2016/2/1 0:00,2016/5/13 23:30,0,,103 
8151,course-v1:McGillX+Chem181x+2016_T2,2016/10/20 8:00,2017/1/31 0:00,0,,103 
9925,course-v1:CQU+CQUMOOCSE21202-001+2017T1,2017/2/17 8:00,2017/5/31 0:00,0,,103 
9354,course-v1:TsinghuaX+00690242_p4+sp,2015/3/2 10:00,,1,medicine,
9850,course-v1:chem100006+chem100006+2017-02,2017/2/16 8:00,2017/5/30 0:00,0,,103 
6776,course-v1:TsinghuaX+30806872X+2016-T2,2016/9/12 8:00,2016/12/24 0:00,0,art,103 
6781,course-v1:TsinghuaX+90640012X+2016-T2,2016/9/12 8:00,2016/12/24 0:00,0,foreign language,103 
6775,course-v1:TsinghuaX+30640014X+2016_T2,2016/9/12 8:00,2016/12/24 0:00,0,foreign language,103 
6798,course-v1:TsinghuaX+THU201605X+2016_T2,2016/9/12 8:00,2016/12/23 23:59,0,economics,103 
7292,course-v1:TJU+2010241X+2016_T2,2017/3/20 8:00,2017/6/30 23:30,0,,103 
6753,course-v1:TsinghuaX+00690242X+2016_T2,2016/9/12 8:00,2016/12/23 23:30,0,history,103 
6795,course-v1:TsinghuaX+00510663X+2016_T2,2016/9/12 8:00,2016/12/23 23:30,0,economics,103 
11726,course-v1:ACCA+FA2_X+sp,2017/6/1 8:00,,1,economics,
8157,course-v1:TsinghuaX+80511503X+2016_2017,2016/4/13 18:30,2016/7/25 8:00,0,,103 
4353,course-v1:TsinghuaX+80511503X+2016_T1,2016/4/13 18:30,2016/7/25 8:00,0,business,103 
9598,course-v1:TsinghuaX+20250103X_+2017_T1,2017/2/18 8:00,2017/5/31 17:00,0,electrical,102 
9940,course-v1:TsinghuaX+80000271X+2017_T1,2017/3/15 17:00,2017/6/25 23:30,0,social science,102 
2819,course-v1:NEU+B142200390+2016_T1,2016/3/21 8:00,2016/7/1 12:00,0,,102 
1587,course-v1:TsinghuaX+20250064_1X+2015_T2,2015/10/12 8:00,2016/1/22 9:00,0,engineering,102 
4394,course-v1:TsinghuaX+00690092X+sp,2015/9/22 8:00,,1,math,
5818,course-v1:cdu_TsinghuaX+20250064_1X+2016_T1,2015/10/12 8:00,2016/1/22 9:00,0,,102 
5630,course-v1:MITx+15_390x_2016T1+2016_T1,2016/3/28 8:00,2016/7/8 8:00,0,business,102 
9502,course-v1:NBUX+MH001x_p2+sp,2016/11/26 10:00,,1,medicine,
7450,course-v1:NSU_MITx+15_390x+2016_T2,2016/3/28 8:00,2016/7/8 8:00,0,,102 
7418,course-v1:SCTU_TsinghuaX+10620204X+2016_T2_01,2016/9/9 9:00,2016/12/20 9:00,0,,102 
4276,course-v1:ECNUx+BIOL0031112013+sp,2015/9/3 8:00,,1,biology,
10405,course-v1:UQx+PSYC1030.1x+4T2016,2017/3/14 8:00,2017/6/24 8:00,0,,102 
10341,course-v1:TsinghuaX+90640012X+1T2017,2017/3/20 8:00,2017/6/30 8:00,0,,102 
5814,course-v1:cdu_TsinghuaX+20250064X+2016_T1,2015/10/12 9:00,2016/1/22 9:00,0,,102 
8392,course-v1:TsinghuaX+20250064+2016_2017,2015/10/12 9:00,2016/1/22 9:00,0,,102 
6729,course-v1:BerkeleyX+BJC.34x+1T2017,2017/1/9 8:00,2017/4/21 8:00,0,,102 
1953,course-v1:TsinghuaX+20250064+2015_T2,2015/10/12 9:00,2016/1/22 9:00,0,engineering,102 
12122,course-v1:SCUT+145223+sp,2017/6/30 8:00,,1,computer,
10560,course-v1:gdou_HIT+GH47100100+2017_T1,2017/3/21 0:00,2017/6/30 23:59,0,,102 
10559,course-v1:gdou_NJU+010101+2017_T1,2017/3/21 0:00,2017/6/30 23:59,0,,102 
10561,course-v1:gdou_TsinghuaX+00460032X+2017_T1,2017/3/21 0:00,2017/6/30 23:59,0,,102 
10558,course-v1:gdou_TsinghuaX+80512073X+2017_T1,2017/3/21 0:00,2017/6/30 23:59,0,,102 
1585,course-v1:TsinghuaX+30640014+2015_T2,2015/9/21 8:00,2016/1/1 0:00,0,foreign language,102 
5002,course-v1:ChongQingQUniversity+STA001+201603,2017/2/15 8:00,2017/5/28 0:00,0,,102 
8391,course-v1:TsinghuaX+60240013X+2016_2017,2016/2/27 8:00,2016/6/8 0:00,0,,102 
9349,course-v1:TsinghuaX+00690242_p3+sp,2015/3/2 10:00,,1,art,
8260,course-v1:CQU+20019825+2017_T1,2017/3/6 8:00,2017/6/16 0:00,0,,102 
4361,course-v1:TsinghuaX+60240013X+2016_T1,2016/2/27 8:00,2016/6/8 0:00,0,math,102 
4634,course-v1:TsinghuaX+60240202X+2016_T1,2016/3/18 8:00,2016/6/28 0:00,0,computer,102 
7201,course-v1:TsinghuaX+00740113_1X+sp,2016/9/2 8:00,,1,computer,
1579,course-v1:JLU+gx01640603_103138_1+2015_T2,2015/9/7 8:00,2015/12/18 0:00,0,environment,102 
6790,course-v1:TsinghuaX+34000888X+2016_T2,2016/9/12 8:00,2016/12/23 0:00,0,medicine,102 
8462,course-v1:JLU+gx01640603_103138_1+2016_2017,2015/9/7 8:00,2015/12/18 0:00,0,,102 
8410,course-v1:TsinghuaX+60240202X+2016_2017,2016/3/18 8:00,2016/6/28 0:00,0,,102 
5952,course-v1:sctu_TsinghuaX+30640014+2016_T1,2015/9/21 8:00,2016/1/1 0:00,0,,102 
600,TsinghuaX/80150193X/2015_T2,2015/10/15 8:00,2016/1/24 23:30,0,engineering,102 
6759,course-v1:TsinghuaX+00680142X+2016_T2,2016/9/12 10:00,2016/12/23 0:00,0,philosophy,102 
575,TsinghuaX/34000888X/2015_T2,2015/9/28 8:00,2016/1/7 22:00,0,medicine,102 
9062,course-v1:ncepubd_TsinghuaX+20150001+2017_T1,2017/3/6 14:00,2017/6/15 17:00,0,,101 
747,TsinghuaX/80511503X/2015_T2,2015/10/15 21:30,2016/1/25 0:00,0,business,101 
223,TSINGHUA/10430484X/2014_T2,2014/9/22 9:00,2015/1/1 9:00,0,,101 
7356,course-v1:yunnan_ustcX+LB05203a+2016_T2,2016/9/15 0:00,2016/12/25 0:00,0,,101 
8526,course-v1:PennX+Top10X+3T2016,2017/1/20 8:00,2017/5/1 8:00,0,,101 
11308,course-v1:CPVS+CPVS_SX001+2017_T2,2017/10/1 8:00,2018/1/10 8:00,0,,101 
11643,course-v1:TsinghuaX+00690212X+1T2017,2017/9/20 8:00,2017/12/30 8:00,0,,101 
6730,course-v1:BerkeleyX+BJC.12x+3T2016,2016/9/6 8:00,2016/12/16 8:00,0,,101 
190,TsinghuaX/20440333_2014X/2014_T2,2014/9/25 9:00,2015/1/4 9:00,0,chemistry,101 
9281,course-v1:HIT+GH47100100+2017_T1,2017/2/20 0:00,2017/5/31 23:30,0,education,101 
5490,course-v1:sanya_Tsinghua+10610224X+2016_T1,2016/2/25 0:00,2016/6/4 23:30,0,,101 
6924,course-v1:TsinghuaX+10421075X+2016-T2,2016/9/16 8:00,2016/12/26 0:00,0,math,101 
6671,course-v1:TsinghuaX+20440333X+2016_T2,2016/9/19 8:00,2016/12/29 0:00,0,chemistry,101 
6787,course-v1:TsinghuaX+00690092X+2016_T2,2016/9/20 8:00,2016/12/30 0:00,0,philosophy,101 
9276,course-v1:TsinghuaX+34000888X+2017_T1,2017/2/20 8:00,2017/6/1 0:00,0,biology,101 
7602,course-v1:pec+20220214X+2016-_T2,2016/9/20 8:00,2016/12/30 0:00,0,,101 
9802,course-v1:RUCX+AP000010X+2017_T1,2017/3/31 8:00,2017/7/10 0:00,0,,101 
9333,course-v1:TsinghuaX+THU201605X+2017_T1,2017/2/20 8:00,2017/5/31 23:59,0,education,101 
9178,course-v1:TsinghuaX+00740043_1x+2017_T1,2017/2/20 8:00,2017/5/31 23:30,0,computer,101 
9283,course-v1:FudanX+ECON13000701+2017_T1,2017/2/20 8:00,2017/5/31 23:30,0,economics,101 
9275,course-v1:BUPT+3412113011+2017_T1,2017/2/20 8:00,2017/5/31 23:30,0,math,101 
10964,course-v1:TsinghuaX+xidian60610231+2017_T1,2017/4/17 8:00,2017/7/26 23:30,0,,101 
9091,course-v1:TsinghuaX+30805743+2017_T1,2017/2/20 8:00,2017/5/31 23:30,0,art,101 
4517,course-v1:TsinghuaX+00740043X_2015_T2+sp,2016/8/1 8:00,,1,computer,
9293,course-v1:TsinghuaX+60610231_p1+2017_T1,2017/2/20 8:00,2017/5/31 23:30,0,philosophy,101 
9334,course-v1:TsinghuaX+00690863X_p4+sp,2016/9/1 8:00,,1,education,
9294,course-v1:ustcX+LB05203_a+2017_T1,2017/2/20 8:00,2017/5/31 23:30,0,computer,101 
9148,course-v1:TsinghuaX+THU00001X+2017_T1,2017/2/20 8:00,2017/5/31 23:30,0,business,101 
10968,course-v1:TsinghuaX+xidian60250101X+2017_T1,2017/4/17 8:00,2017/7/26 23:30,0,,101 
9625,course-v1:TsinghuaX+40260092X+2017_T1,2017/2/20 8:00,2017/5/31 23:30,0,electrical,101 
