,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
8197,3,25,54,5,69,7,12,11,0,3,5,0,0,0,0,34,256,0,20,22,113
8198,3,32,36,331,60,4,4,0,0,3,2,0,0,0,0,7,93,1,0,0,62
8199,2,30,36,21,66,14,3,1,0,17,2,0,0,0,0,8,91,0,1,6,33
8200,5,5,10,0,17,4,1,1,0,4,2,0,0,0,0,16,41,19,2,10,19
8201,6,65,61,16,58,22,4,2,0,9,8,0,0,0,0,29,133,1,2,2,66
8202,0,94,86,46,166,5,5,0,0,2,0,0,0,0,0,8,239,3,0,0,97
8203,38,136,139,41,87,2,0,2,0,0,0,0,0,0,0,38,145,2,0,0,112
8204,65,53,56,18,41,4,2,1,0,0,2,0,0,0,0,4,82,3,0,4,46
8205,37,93,95,11,57,0,4,1,0,0,3,0,0,0,0,5,104,0,0,0,38
8206,0,83,138,57,185,17,11,0,0,9,6,0,0,0,0,2,243,0,7,18,133
8207,10,17,20,1,25,10,9,0,0,12,0,0,0,0,0,4,51,0,2,0,30
8208,21,16,15,0,19,14,8,9,0,3,11,0,0,0,0,2,28,2,0,0,2
8209,2,37,30,8,39,2,1,2,0,1,0,0,0,0,0,2,53,2,0,0,36
8210,58,147,157,36,115,7,5,1,0,7,0,0,0,0,0,4,254,2,0,0,81
8211,12,67,80,26,75,11,11,2,0,4,6,0,10,0,0,64,178,39,83,16,96
8212,8,77,91,22,67,7,2,0,0,2,4,0,0,0,0,4,116,2,0,0,58
8213,4,84,92,42,87,2,0,0,0,2,0,0,0,0,0,10,169,2,2,4,93
8214,3,65,68,24,84,0,0,0,0,0,0,0,0,0,0,9,99,2,2,8,2
8215,1,108,126,57,126,36,16,0,0,5,9,0,0,0,0,14,332,2,8,16,29
8216,0,20,22,4,11,0,0,0,0,0,0,0,0,0,0,15,31,1,0,0,15
8217,0,4,8,0,8,13,7,0,0,5,0,0,0,0,0,17,47,1,0,0,27
8218,2,36,36,9,30,0,0,0,0,0,0,0,0,0,0,2,56,1,0,0,31
8219,6,7,14,2,22,5,3,0,0,6,0,0,0,0,0,13,30,11,0,10,21
8220,19,80,83,22,79,4,6,0,0,1,2,0,0,0,0,5,190,2,6,0,96
8221,7,88,121,47,113,17,5,1,0,8,0,0,0,0,0,4,239,4,2,6,34
8222,12,143,155,66,132,7,13,3,0,4,8,0,0,0,0,5,261,0,0,2,141
8223,2,87,88,30,75,17,4,6,0,11,1,0,0,0,0,7,129,4,2,11,73
8224,0,86,184,53,175,0,0,0,0,0,0,0,0,0,0,2,242,3,0,0,119
8225,4,57,61,33,69,0,0,0,0,0,0,0,0,0,0,24,129,4,0,2,74
8226,26,95,134,58,177,11,12,1,0,7,3,0,0,0,0,18,307,18,2,2,106
8227,0,46,94,44,127,1,11,3,0,7,0,0,0,0,0,4,227,2,0,8,35
8228,3,74,89,43,83,11,5,1,0,7,1,0,0,0,0,8,149,2,0,0,105
8229,13,12,11,1,15,4,10,1,0,4,5,0,0,0,0,8,51,4,4,2,22
8230,8,92,86,39,84,11,7,0,0,9,6,0,0,0,0,15,203,2,4,16,11
8231,27,83,147,37,81,7,0,0,0,0,0,0,0,0,0,14,233,2,13,5,98
8232,11,99,105,18,76,8,9,5,0,3,2,0,0,0,0,13,181,0,8,6,93
8233,183,90,72,26,83,5,5,1,0,2,0,0,0,0,0,3,164,0,0,0,1
8234,10,47,46,7,54,0,0,0,0,0,0,0,0,0,0,30,101,31,0,0,44
8235,22,148,167,39,118,9,7,4,0,8,2,0,0,0,0,2,199,1,0,0,111
8236,3,102,119,49,138,7,11,5,0,5,0,0,0,0,0,12,259,7,0,0,135
8237,3,74,110,30,89,7,4,2,0,6,1,0,0,0,0,8,188,6,0,0,94
8238,7,26,29,4,17,3,0,1,0,2,0,0,0,0,0,7,47,4,0,4,3
8239,1,49,69,32,73,6,7,0,0,5,0,0,0,0,0,24,118,2,0,0,73
8240,21,93,110,33,94,14,9,1,0,5,9,0,0,0,0,10,205,2,3,2,113
8241,29,98,95,30,100,7,5,0,0,8,0,0,0,0,0,0,231,0,0,0,5
8242,0,0,5,0,9,14,15,0,0,7,3,0,0,0,0,4,34,1,2,2,22
8243,2,34,33,14,35,1,0,0,0,0,0,0,0,0,0,2,82,4,0,0,39
8244,0,4,4,1,5,5,5,1,0,2,2,0,0,0,0,10,38,2,0,2,21
8245,3,114,128,43,128,10,7,0,0,5,0,0,0,0,0,4,232,1,0,10,126
8246,25,25,29,3,12,0,0,0,0,0,0,0,0,0,0,12,18,4,0,0,9
8247,1,44,88,34,132,4,6,0,0,4,0,0,0,0,0,23,190,0,2,2,90
8248,69,130,140,26,102,10,4,1,0,2,4,0,0,0,0,4,192,0,2,0,8
8249,6,140,159,53,106,8,11,10,0,3,6,0,0,0,0,4,287,2,2,0,142
8250,2,2,4,0,4,12,9,0,0,5,2,0,0,0,0,5,45,2,0,2,8
8251,1,83,88,34,100,12,14,0,0,12,0,0,0,0,0,0,233,0,4,2,117
8252,5,52,49,21,59,8,17,0,0,4,2,0,0,0,0,3,144,5,0,0,68
8253,0,76,103,40,116,6,5,0,0,5,0,0,0,0,0,2,193,4,0,2,101
8254,0,7,10,1,11,5,5,1,0,3,4,0,0,0,0,8,39,1,0,6,17
8255,81,79,72,20,56,23,6,14,0,1,2,0,0,0,0,2,164,1,0,4,94
8256,17,40,37,7,32,0,2,5,0,2,0,0,0,0,0,6,85,2,0,0,44
8257,6,104,116,53,99,12,9,25,0,1,13,0,0,0,0,5,212,3,0,6,122
8258,10,103,119,29,105,14,12,2,0,7,6,0,0,0,0,3,235,1,0,0,128
8259,2,19,30,8,55,2,1,0,0,0,0,0,0,0,0,2,57,1,0,0,16
8260,2,82,96,26,77,8,12,2,0,3,0,0,0,0,0,2,169,1,8,13,11
8261,1,13,21,5,23,0,0,0,0,0,0,0,0,0,0,3,48,1,2,0,26
8262,0,68,74,28,61,2,1,3,0,4,0,0,0,0,0,2,116,2,0,2,68
8263,8,98,131,27,92,13,4,2,0,3,1,0,0,0,0,2,187,0,4,2,88
8264,4,12,20,4,17,9,10,1,0,5,5,0,0,0,0,2,38,2,0,0,28
8265,13,58,69,28,62,4,3,2,0,3,1,0,0,0,0,20,122,0,0,0,73
8266,38,105,124,4,46,24,10,1,0,4,5,0,0,0,0,6,142,2,0,2,69
8267,1,63,125,29,88,11,5,0,0,4,0,0,0,0,0,15,204,4,0,1,94
8268,12,20,27,5,15,1,0,1,0,0,0,0,0,0,0,12,39,6,6,0,17
8269,1,68,74,25,71,16,15,0,0,15,0,0,0,0,0,6,159,1,4,0,93
8270,2,83,127,45,92,11,15,0,0,7,4,0,0,0,0,6,198,4,0,0,98
8271,7,36,32,18,48,6,8,2,0,6,1,0,0,0,0,4,102,3,4,5,52
8272,7,27,21,11,28,0,0,0,0,0,0,0,0,0,0,4,47,2,0,0,25
8273,5,83,116,41,78,7,2,0,0,5,0,0,0,0,0,1,146,0,2,4,86
8274,3,50,49,18,49,6,6,2,0,2,2,0,0,0,0,13,123,0,2,7,66
8275,9,90,100,24,89,8,11,1,0,6,2,0,2,0,0,14,149,4,8,0,97
8276,0,0,1,0,1,14,15,0,0,1,19,0,0,0,0,2,39,0,0,0,7
8277,10,131,167,55,148,23,7,9,0,7,5,0,0,0,0,4,223,2,0,4,143
8278,2,23,35,7,24,11,2,2,0,4,3,0,0,0,0,12,50,10,0,0,37
8279,4,51,51,14,27,0,0,0,0,0,0,0,0,0,0,6,52,4,0,0,4
8280,2,97,84,66,143,8,4,3,0,3,0,0,0,0,0,4,294,1,0,0,79
8281,0,10,19,3,15,3,2,0,0,5,1,0,0,0,0,4,33,10,0,0,19
8282,35,147,161,51,147,2,1,0,0,1,0,0,0,0,0,2,191,2,0,2,2
8283,3,123,111,59,146,9,12,1,0,12,0,0,1,0,0,9,267,6,2,0,139
8284,0,128,139,60,152,20,10,0,0,16,0,0,0,0,0,4,274,0,2,15,164
8285,23,64,66,26,57,6,8,3,0,5,3,0,0,0,0,4,160,2,10,6,18
8286,11,19,16,3,12,0,0,0,0,1,1,0,0,0,0,2,40,2,2,2,0
8287,0,52,69,28,63,6,5,2,0,4,1,0,0,0,0,4,117,1,0,15,67
8288,9,117,111,49,108,7,12,37,0,7,6,0,0,0,0,0,226,0,0,3,123
8289,5,5,5,2,9,14,14,0,0,15,1,0,0,0,0,2,48,0,0,6,23
8290,0,98,118,43,118,5,6,2,0,7,0,0,0,0,0,4,256,0,0,0,125
8291,0,0,0,0,0,14,11,8,0,16,0,0,0,0,0,4,44,0,0,0,20
8292,0,3,3,0,3,7,15,2,0,3,7,0,0,0,0,14,44,1,2,24,3
8293,0,72,79,40,80,0,0,0,0,0,0,0,0,0,0,8,133,2,0,0,83
8294,6,69,50,42,74,1,0,0,0,1,1,0,0,0,0,12,86,10,0,0,52
8295,2,95,114,50,95,14,9,2,0,7,2,0,0,0,0,5,264,1,3,11,35
8296,1,118,127,52,111,0,0,0,0,0,0,0,0,0,0,4,180,3,0,0,115
8297,6,85,100,30,89,11,8,1,0,5,4,0,0,0,0,0,174,0,0,0,91
8298,0,52,59,14,51,2,2,0,0,1,0,0,0,0,0,3,106,3,0,0,54
8299,0,38,47,10,35,21,6,8,0,4,2,1,1,0,0,10,110,0,8,4,8
8300,0,23,20,12,22,0,1,0,0,0,0,0,0,0,0,2,35,3,0,2,21
8301,2,77,80,36,87,5,12,2,0,7,6,0,0,0,0,17,141,16,0,0,83
8302,1,29,36,6,43,7,8,0,0,8,0,0,0,0,0,0,95,0,0,0,50
8303,1,50,66,18,56,0,0,0,0,0,0,0,0,0,0,6,117,2,2,0,61
8304,30,112,154,53,114,10,13,1,0,12,3,1,0,0,0,50,272,35,4,18,5
8305,2,84,109,44,93,17,5,0,0,4,5,0,0,0,0,18,191,0,4,25,45
8306,6,46,80,31,121,6,5,0,0,2,0,0,0,0,0,4,195,4,5,6,63
8307,95,104,105,176,58,4,4,0,0,1,1,0,0,0,0,4,132,3,4,0,79
8308,0,13,16,7,19,14,6,2,0,13,0,0,0,0,0,8,57,2,0,0,24
8309,9,96,95,26,108,4,5,1,0,6,1,0,0,0,0,20,193,17,0,0,100
8310,0,92,142,64,166,0,1,0,0,1,1,0,0,0,0,4,206,1,2,0,121
8311,19,30,29,4,12,0,0,0,0,0,0,0,0,0,0,9,23,3,2,2,13
8312,1,58,42,162,57,11,10,0,0,7,0,0,0,0,0,20,141,1,0,10,74
8313,2,52,53,24,50,13,15,2,0,2,5,0,0,0,0,4,142,1,12,5,82
8314,15,229,249,7,48,2,3,1,0,0,0,0,0,0,0,9,105,4,0,8,39
8315,3,46,42,20,44,12,6,6,0,7,0,0,0,0,0,12,78,7,4,4,45
8316,1,83,88,28,95,17,9,4,0,7,3,0,0,0,0,6,203,0,0,6,107
8317,3,69,116,47,155,7,5,0,0,10,0,0,0,0,0,2,222,2,0,0,9
8318,0,81,89,25,68,5,11,1,0,6,0,0,0,0,0,2,139,2,0,0,69
8319,94,52,68,4,48,14,13,0,0,11,5,0,0,0,0,18,99,11,0,2,57
8320,9,57,51,18,44,1,2,0,0,1,1,0,0,0,0,14,73,8,2,2,7
8321,26,81,104,34,128,4,10,0,0,6,3,0,0,0,0,25,201,1,4,16,102
8322,0,36,52,11,47,11,10,3,0,7,7,0,0,0,0,10,140,4,0,0,9
8323,13,16,15,5,13,4,1,0,0,4,0,0,0,0,0,6,27,2,2,0,15
8324,1,87,69,25,83,3,3,1,0,3,0,0,0,0,0,0,87,3,0,0,69
8325,44,86,78,17,40,2,4,2,0,2,0,0,0,0,0,4,118,2,0,0,54
8326,17,62,79,30,91,2,1,1,0,2,0,0,0,0,0,4,117,5,0,0,61
8327,12,116,133,43,107,11,10,0,0,4,4,0,0,0,0,4,271,1,0,16,142
8328,1,6,9,2,10,5,10,4,0,2,5,0,0,0,0,12,34,4,4,2,5
8329,34,137,137,23,106,16,11,1,0,7,4,0,0,0,0,12,266,0,2,2,17
8330,3,16,22,12,28,5,3,1,0,3,1,0,0,0,0,2,66,0,0,0,36
8331,21,111,171,49,186,11,8,4,0,8,1,0,0,0,0,0,226,0,0,0,135
8332,10,103,110,22,97,11,1,1,0,2,3,1,1,0,0,6,165,4,19,15,92
8333,4,111,113,36,135,12,7,0,0,6,1,0,0,0,0,2,334,2,0,2,168
8334,2,67,63,27,67,2,0,0,0,0,0,0,0,0,0,6,116,3,0,0,65
8335,1,66,77,31,88,1,6,0,0,3,0,0,0,0,0,2,147,2,0,0,78
8336,0,53,51,11,34,0,0,0,0,0,0,0,0,0,0,2,53,2,0,0,27
8337,5,12,13,0,10,5,6,0,0,5,3,0,0,0,0,32,60,2,4,2,1
8338,50,104,110,17,54,10,15,11,0,13,2,0,0,0,0,17,117,2,2,25,61
8339,8,73,96,35,116,10,12,1,0,7,4,0,0,0,0,4,211,2,2,5,98
8340,33,127,160,12,127,14,3,9,0,6,0,0,0,0,0,4,174,1,0,4,87
8341,3,51,45,4,26,2,0,0,0,0,0,0,0,0,0,2,44,2,0,0,27
8342,0,135,139,52,132,7,16,1,0,7,2,0,0,0,0,2,335,0,2,10,68
8343,0,0,0,0,1,27,15,1,0,8,9,0,0,0,0,0,71,0,2,0,29
8344,10,113,154,54,126,6,8,0,0,4,4,0,0,0,0,16,261,3,9,43,157
8345,0,68,84,43,67,7,8,0,0,8,2,0,0,0,0,2,152,2,0,0,76
8346,4,9,13,1,13,17,5,1,0,14,1,0,0,0,0,6,31,1,0,0,14
8347,0,0,1,0,5,9,16,3,0,13,1,0,0,0,0,2,81,1,0,0,8
8348,5,79,105,33,76,4,1,1,0,1,0,0,0,0,0,3,132,4,2,2,79
8349,5,35,48,10,41,0,1,0,0,1,1,0,0,0,0,7,66,5,0,0,5
8350,24,77,97,33,74,7,6,0,0,1,3,0,0,0,0,4,150,0,2,0,80
8351,3,49,55,5,52,4,4,0,0,0,0,0,0,0,0,10,80,6,0,0,53
8352,24,42,37,65,19,5,2,0,0,0,0,0,0,0,0,0,42,0,0,0,29
8353,17,147,177,42,174,7,7,0,0,5,2,0,0,0,0,2,257,0,0,2,138
8354,0,55,67,32,56,8,3,11,0,4,0,0,0,0,0,6,159,5,10,0,84
8355,16,35,55,6,56,4,3,0,0,1,2,0,0,0,0,7,136,0,10,0,48
8356,0,35,48,8,41,8,3,0,0,9,0,0,0,0,0,4,74,2,0,0,45
8357,4,43,56,12,46,15,8,2,0,11,5,0,0,0,0,8,142,2,5,7,65
8358,2,44,76,16,49,3,2,6,0,2,0,1,1,0,0,24,126,2,4,0,45
8359,3,81,105,29,70,16,15,6,0,19,0,0,0,0,0,2,166,1,2,10,3
8360,0,114,183,54,162,13,7,0,0,7,0,0,0,0,0,2,252,2,0,10,27
8361,7,104,127,54,120,4,3,0,0,2,1,0,0,0,0,6,206,8,0,0,113
8362,109,125,144,17,66,8,2,7,0,5,1,0,0,0,0,17,144,0,0,11,44
8363,0,6,5,3,11,9,9,12,0,7,1,0,0,0,0,14,58,13,0,2,0
8364,0,15,14,6,20,6,8,2,0,5,0,0,0,0,0,8,50,2,0,0,30
8365,0,119,160,61,124,9,8,0,0,9,6,0,0,0,0,32,278,0,2,21,165
8366,13,26,23,8,21,2,0,0,0,1,0,0,0,0,0,4,35,5,0,0,26
8367,0,12,20,9,16,3,3,1,0,1,2,0,0,0,0,2,32,2,0,2,2
8368,15,51,86,30,96,4,0,2,0,2,0,0,0,0,0,2,108,4,2,0,67
8369,3,179,185,40,128,9,9,2,0,6,2,0,0,0,0,7,274,2,3,1,147
8370,1,24,42,19,47,0,0,0,0,0,0,0,0,0,0,2,53,2,0,0,35
8371,0,100,94,58,101,10,12,2,0,12,0,0,0,0,0,10,208,4,0,0,109
8372,11,49,52,12,32,3,6,0,0,8,0,0,0,0,0,6,78,0,2,3,11
8373,0,109,109,54,111,0,0,0,0,0,0,0,0,0,0,12,182,5,0,0,101
8374,0,123,171,63,124,9,12,2,0,9,5,0,0,0,0,30,281,13,2,23,3
8375,12,110,124,32,106,10,5,1,0,4,8,0,0,0,0,2,204,1,0,2,116
8376,0,43,61,21,47,5,4,0,0,4,2,0,0,0,0,29,127,0,3,10,68
8377,3,5,9,3,11,9,6,0,0,7,3,0,0,0,0,4,28,2,0,6,22
8378,13,3,1,1,5,2,3,1,0,1,0,0,0,0,0,33,45,0,0,0,18
8379,16,75,89,15,85,7,7,0,0,3,2,0,0,0,0,0,149,0,0,0,79
8380,52,119,131,21,113,18,9,21,0,6,2,0,0,0,0,7,219,0,9,17,82
8381,24,95,113,54,101,29,11,46,0,9,6,0,0,0,0,11,202,0,2,19,137
8382,0,15,21,7,20,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,3
8383,0,31,29,6,30,2,4,0,0,3,0,0,0,0,0,4,58,4,0,3,23
8384,57,123,153,35,120,7,6,1,0,8,0,0,0,0,0,10,249,2,2,12,133
8385,0,75,98,33,75,15,6,2,0,7,0,0,0,0,0,4,169,5,0,0,12
8386,5,57,52,492,51,5,4,0,0,3,0,0,0,0,0,2,121,3,2,2,60
8387,25,141,157,46,124,8,13,33,0,5,5,0,0,0,0,8,284,1,4,5,134
8388,1,22,34,10,29,2,0,0,0,1,0,0,0,0,0,15,44,4,0,0,3
8389,11,103,123,43,105,15,5,0,0,6,1,0,0,0,0,10,197,7,0,2,13
8390,0,28,30,7,20,2,0,1,0,2,0,0,0,0,0,2,33,1,3,0,23
8391,18,93,65,10,78,11,8,2,0,14,0,0,0,0,0,11,157,0,0,9,89
8392,53,162,177,12,97,28,9,2,0,10,8,0,0,0,0,72,229,2,0,2,113
8393,38,72,112,5,68,9,12,1,0,8,2,0,0,0,0,19,136,15,2,14,66
8394,6,113,142,27,145,13,8,0,0,3,5,0,1,0,0,11,288,0,4,6,155
8395,39,59,67,18,52,2,3,1,0,1,0,0,0,0,0,16,110,14,2,8,51
8396,0,8,8,2,11,4,1,0,0,1,0,0,33,0,0,168,60,0,230,4,29
8397,3,41,46,8,35,2,1,2,0,0,0,0,0,0,0,22,83,10,0,4,46
8398,1,70,72,31,80,22,6,0,0,6,5,0,0,0,0,2,190,4,0,0,22
8399,9,27,30,8,29,3,1,1,0,1,1,0,0,0,0,8,53,1,0,2,25
8400,1,127,150,57,146,11,10,3,0,3,2,0,0,0,0,9,315,1,4,9,51
8401,14,24,29,9,54,3,0,0,0,0,0,0,0,0,0,4,55,4,0,0,26
8402,0,0,1,0,4,9,5,0,0,6,0,0,0,0,0,13,31,7,4,8,20
8403,9,119,135,42,110,4,2,3,0,3,0,0,0,0,0,10,216,9,0,3,99
8404,1,52,55,29,56,8,10,2,0,13,0,0,0,0,0,2,98,1,0,0,66
8405,3,12,18,0,10,3,5,8,0,3,1,0,0,0,0,4,24,1,4,4,12
8406,0,23,31,11,24,1,0,0,0,0,0,0,0,0,0,2,43,1,0,0,26
8407,11,42,42,10,33,11,7,0,0,7,6,0,0,0,0,2,80,2,0,0,45
8408,51,151,168,36,107,16,6,0,0,4,2,0,0,0,0,19,234,2,0,11,124
8409,1,115,127,63,106,8,12,0,0,7,8,0,0,0,0,16,275,1,2,6,145
8410,4,80,79,38,81,0,0,0,0,0,0,0,0,0,0,10,193,2,0,1,22
8411,10,23,27,2,10,15,1,1,0,17,1,0,0,0,0,8,34,2,0,0,10
8412,24,60,109,34,130,3,5,0,0,6,0,0,0,0,0,2,185,2,0,4,94
8413,0,0,6,0,15,5,5,0,0,3,2,0,0,0,0,18,46,1,0,0,19
8414,9,97,97,34,93,0,0,0,0,0,0,0,0,0,0,2,164,2,2,0,1
8415,28,189,209,28,100,11,15,3,0,8,6,0,0,0,0,2,249,3,2,0,112
8416,6,67,49,585,44,1,0,0,0,0,0,0,0,0,0,4,83,2,2,0,38
8417,0,7,18,3,24,14,5,1,0,10,8,0,0,0,0,10,30,1,0,0,15
8418,0,38,38,9,37,0,0,0,0,0,0,0,0,0,0,8,60,6,2,2,32
8419,0,100,112,47,87,20,9,0,0,6,0,0,0,0,0,8,237,2,0,2,61
8420,6,20,30,0,23,0,0,0,0,0,0,0,0,0,0,8,47,2,0,0,20
8421,0,5,4,0,4,10,5,0,0,4,1,0,0,0,0,10,34,0,0,7,19
8422,90,123,129,9,85,0,0,0,0,0,0,0,0,0,0,24,145,20,2,2,5
8423,12,52,90,9,101,16,9,24,0,5,2,0,0,0,0,0,178,0,4,8,94
8424,6,15,22,67,16,14,17,3,0,8,0,0,0,0,0,4,86,1,0,1,40
8425,0,4,4,0,6,5,3,1,0,4,0,0,0,0,0,14,42,3,0,0,19
8426,1,98,99,43,120,10,10,12,0,7,3,0,0,0,0,4,277,3,0,13,138
8427,11,149,126,30,126,9,3,2,0,4,0,0,0,0,0,14,258,4,2,4,111
8428,16,113,130,43,106,5,14,0,0,6,4,0,0,0,0,14,251,1,6,2,128
8429,3,100,125,47,138,5,11,0,0,9,0,0,0,0,0,55,288,2,4,4,133
8430,0,12,21,7,26,12,0,2,0,17,0,0,0,0,0,3,38,3,0,0,21
8431,0,38,25,575,31,6,13,0,0,5,0,0,0,0,0,2,82,3,0,0,49
8432,13,72,71,27,76,9,4,0,0,0,5,0,0,0,0,5,149,4,2,18,89
8433,23,11,15,6,14,4,0,0,0,0,0,0,0,0,0,8,43,1,0,7,20
8434,0,15,16,117,15,0,0,0,0,0,0,0,0,0,0,4,40,2,4,4,23
8435,5,105,109,56,111,3,10,0,0,4,5,0,0,0,0,8,245,2,2,15,70
8436,7,17,16,10,23,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,18
8437,0,61,101,42,119,4,0,0,0,1,0,0,0,0,0,7,172,1,0,2,7
8438,7,22,15,8,24,9,7,0,0,1,2,0,0,0,0,7,110,2,2,0,36
8439,56,74,81,12,75,29,2,65,0,8,5,0,0,0,0,20,201,0,2,2,88
8440,0,103,109,40,125,10,6,1,0,17,0,0,0,0,0,12,224,7,2,0,116
8441,26,57,98,43,149,20,6,10,0,5,0,0,0,0,0,4,268,2,0,20,140
8442,13,44,56,3,27,1,2,2,0,1,0,0,0,0,0,2,68,2,0,2,2
8443,13,67,77,37,120,6,8,1,0,6,1,0,0,0,0,17,196,0,0,2,76
8444,20,239,262,26,126,0,0,0,0,0,0,0,0,0,0,2,189,0,0,0,110
8445,3,114,105,80,175,11,3,0,0,10,0,0,0,0,0,2,254,3,2,2,151
8446,7,135,161,64,114,12,16,1,0,10,4,0,0,0,0,2,276,2,0,2,150
8447,94,172,188,24,121,15,5,13,0,4,2,0,0,0,0,12,218,0,2,3,106
8448,16,119,126,52,135,7,12,5,0,6,4,0,0,0,0,15,334,2,3,7,22
8449,0,35,55,26,71,5,8,0,0,3,0,0,0,0,0,7,88,9,4,10,3
8450,3,82,91,40,79,6,5,0,0,4,0,0,0,0,0,0,184,3,4,2,7
8451,0,9,8,4,14,6,11,0,0,9,0,0,0,0,0,2,34,5,0,0,19
8452,107,78,94,30,71,9,3,0,0,4,0,0,0,0,0,4,170,0,0,2,95
8453,96,82,106,41,39,4,3,0,0,3,1,0,0,0,0,9,109,11,0,0,58
8454,1,23,22,7,33,7,3,1,0,7,0,0,0,0,0,15,71,7,0,6,40
8455,6,103,118,39,104,9,14,0,0,13,0,0,0,0,0,2,200,3,0,6,111
8456,0,75,99,37,85,9,11,11,0,8,2,0,0,0,0,2,207,0,0,13,114
8457,4,150,155,62,125,4,6,1,0,5,0,0,0,0,0,6,279,3,2,2,61
8458,6,46,68,21,46,5,2,0,0,2,0,0,0,0,0,3,112,4,0,0,51
8459,0,35,45,8,34,2,1,0,0,2,0,0,0,0,0,7,57,6,0,0,1
8460,7,130,159,49,134,9,7,0,0,4,0,0,0,0,0,2,274,0,0,2,145
8461,2,31,36,5,45,0,0,0,0,0,0,0,0,0,0,7,64,2,0,4,35
8462,1,46,97,32,138,7,7,0,0,2,0,0,0,0,0,2,185,4,0,0,90
8463,6,77,88,35,67,9,5,4,0,8,0,0,0,0,0,4,120,2,4,2,76
8464,6,66,75,33,79,5,4,0,0,3,2,0,0,0,0,14,155,16,0,0,84
8465,0,0,11,0,9,14,5,0,0,7,0,0,0,0,0,3,49,0,0,7,7
8466,5,27,35,7,53,1,0,1,0,1,1,0,0,0,0,4,59,3,0,4,29
8467,6,8,17,9,31,6,4,1,0,5,0,0,0,0,0,13,59,0,0,2,32
8468,15,95,152,70,160,11,7,0,0,15,0,0,0,0,0,8,236,0,0,12,6
8469,0,32,42,11,34,1,1,1,0,1,0,0,0,0,0,12,81,4,0,0,41
8470,0,33,47,14,31,0,0,0,0,0,0,0,0,0,0,9,71,9,0,0,45
8471,51,200,215,12,61,0,0,0,0,0,0,0,0,0,0,24,116,20,0,0,9
8472,3,103,104,48,95,0,0,0,0,0,0,0,0,0,0,10,159,0,0,0,91
8473,4,88,96,34,63,8,8,0,0,3,2,0,0,0,0,2,153,1,4,2,86
8474,59,123,154,30,85,5,14,3,0,4,4,0,0,0,0,35,203,0,2,18,105
8475,16,145,144,52,175,6,14,2,0,11,0,0,0,0,0,6,286,0,0,14,12
8476,54,134,151,43,130,13,3,0,0,9,0,0,0,0,0,14,251,13,0,0,142
8477,30,93,139,26,92,12,10,10,0,5,0,0,0,0,0,52,239,42,2,14,64
8478,1,43,53,12,48,1,0,0,0,1,0,0,0,0,0,7,87,2,0,2,46
8479,0,17,21,5,29,10,10,2,0,7,0,0,0,0,0,2,69,2,0,0,34
8480,8,46,54,228,50,1,2,0,0,1,1,0,0,0,0,0,124,0,2,0,47
8481,0,15,20,6,19,12,11,1,0,10,1,0,0,0,0,6,66,2,0,4,39
8482,51,167,180,20,97,1,3,0,0,1,1,0,0,0,0,2,105,1,0,0,64
8483,0,36,34,18,46,4,8,1,0,11,1,0,0,0,0,2,94,3,0,0,2
8484,9,43,41,8,25,16,2,13,0,11,0,0,0,0,0,18,79,0,2,6,41
8485,3,50,57,16,49,2,1,2,0,1,2,0,0,0,0,22,114,10,0,0,64
8486,14,49,48,26,52,8,8,1,0,3,2,0,0,0,0,6,138,0,10,15,23
8487,2,45,41,16,43,2,4,2,0,1,1,0,0,0,0,2,88,0,0,2,52
8488,10,19,20,7,15,0,0,0,0,0,0,0,0,0,0,2,28,3,0,0,17
8489,0,18,34,14,57,7,13,0,0,8,1,0,0,0,0,2,96,4,0,0,49
8490,2,103,155,46,155,7,9,0,0,12,1,0,0,0,0,7,224,3,5,2,107
8491,0,90,82,38,81,3,12,1,0,5,6,0,0,0,0,4,218,0,2,2,118
8492,19,32,61,13,31,1,1,1,0,1,0,0,0,0,0,0,86,0,2,0,3
8493,0,32,47,8,32,0,2,0,0,0,0,0,0,0,0,10,85,3,0,0,33
8494,4,74,74,11,49,4,1,0,0,2,1,0,0,0,0,2,87,0,0,6,36
8495,2,23,26,10,28,4,5,0,0,5,0,0,0,0,0,14,68,6,0,0,39
8496,3,3,4,0,5,5,15,0,0,10,0,0,0,0,0,3,40,0,0,8,19
8497,0,52,59,18,59,15,11,4,0,7,1,0,0,0,0,10,140,3,6,6,80
8498,7,60,73,25,71,10,7,3,0,2,4,0,0,0,0,0,145,2,0,0,75
8499,33,24,25,1,7,7,2,1,0,4,0,0,0,0,0,4,31,0,0,0,11
8500,3,150,155,59,140,11,14,0,0,6,7,0,0,0,0,2,297,1,0,0,148
8501,14,16,24,2,15,0,0,0,0,0,0,0,0,0,0,6,31,0,2,4,1
8502,2,86,123,47,133,0,0,0,0,0,0,0,0,0,0,6,188,2,0,0,100
8503,24,80,76,26,66,0,2,0,0,1,1,0,0,0,0,2,114,1,0,0,56
8504,21,63,84,18,86,5,11,3,0,2,3,0,0,0,0,0,152,0,0,4,74
8505,6,132,137,25,103,6,12,15,0,6,3,0,0,0,0,91,259,0,4,4,134
8506,2,34,64,18,38,6,2,1,0,2,0,0,0,0,0,4,107,0,2,0,46
